ID,Is_Churn
44a1dd46,1
4dc8a79b,1
d2b96206,1
0eb167e5,0
dcf0ea03,1
5f697594,0
49ecd0b4,0
e0c7dab5,0
da3864a2,0
b83355f1,1
d62c4822,0
147ea697,0
6ba34e8b,0
2807509e,0
70d43296,0
d930fe31,1
4da1c130,0
88681fe5,0
54189efb,0
449dbb12,1
48c37329,1
b7a0e383,0
4b931b8e,0
a1eda54b,0
e7d65bc1,0
86f6a38e,1
01848030,1
2d40ae2a,1
57a72e33,0
9f3673ff,1
15f1e4e2,0
98f23759,0
5bad5123,0
ddd7f062,0
34ae38f6,0
c0b85665,1
d8f6a745,0
e4b3de6a,0
8fb728b3,0
5d252397,0
570e57bb,1
0fef14a3,0
ae23ddc5,1
80ea9384,0
bf930873,0
5255e028,0
f12b9eb5,0
92164ea0,1
75b6d202,1
4d1e90aa,0
e11ec622,0
c68129ba,0
88e586b0,0
09a83fe0,0
b16ed8ec,0
99ede399,0
ac4fee9e,0
24072f4a,0
56d3e5e1,1
6fa851df,0
da2e36de,1
cee809bd,0
947f5d22,0
e063b7c5,0
07c632ed,0
e8ff9b78,0
4e34cfe0,0
db39211d,1
655ffeee,0
6e6bcb87,0
0bef46f8,0
70ce6258,0
7203dc88,0
3f1e48de,1
82e6d5cd,0
e6f8ce00,1
0c052ace,0
47def0a3,1
5a3c194c,0
7ea541aa,0
96bee1ca,0
85c9f43e,0
ebae3f65,0
87da1f9f,1
b97801a5,0
7e1162f1,0
d3d932de,1
59a4f0a6,0
e39c5112,1
833009f2,0
97f78567,0
588c6744,1
3d378eff,0
b4b32a8a,0
d48cfd0a,0
21e7e0fa,0
ceda89bc,0
2a8588cc,0
2ca98bd8,0
c3707840,1
e2fa9864,0
473cde7d,0
363b2fa9,0
7faaecd0,0
e33315e8,0
1d8badb6,0
33369b33,0
db733845,0
b8317ff7,1
07df5352,0
915945e7,1
52e40f1d,0
62ea3de1,0
f8aff47e,0
c7ecba0c,0
6702fe3a,0
904d4faf,0
316a3620,0
9dd40e10,1
1d468ee4,0
89d8a87d,0
6eaa5927,0
87ae1a2b,0
e8cd38da,0
6677c05b,0
2307cbc2,0
e763d613,1
e7001c50,0
b9306031,0
28768fe0,0
e95b54f1,1
02d7faa8,0
c1042be4,0
f1be6170,0
5bf21fea,0
72974cc3,0
64fee72e,0
996b7a17,1
4b712e47,1
0eb16446,0
2b0301cf,0
cedf0325,0
5454d6a4,0
111c60f7,0
5ae17160,0
f78d0dc2,0
3bcc38eb,0
d5ae74c3,0
957c2b3a,0
c5e0d644,0
602b1ff3,0
d49037bb,0
c1099a72,0
2df9ecff,0
a3a1dc7e,0
6f29aef0,1
ca70ce0f,0
54853e6f,0
64181025,0
3112e324,0
8a8d7e7f,1
8828301c,0
6b56d8c8,0
0325cbe7,0
e6884a14,0
d3aaa200,0
e7434118,0
3fd5ba00,0
42a440eb,0
39d4a697,0
7b0e45ee,0
2258deb8,1
58e2ef6e,0
23f9fa44,0
34c4fd76,0
8bbced0f,0
55ec5226,0
d4c351b9,1
c0578851,1
1a9bc965,0
8550f825,0
c2e7c752,0
9d28d480,0
0dfaa8d4,0
929c038c,1
7d0fac7c,0
bb5c612b,0
43333f62,0
a33c27dd,0
062f3ca8,0
a3711572,0
cdfded09,0
5dbae990,0
77f0cc8e,0
5a362809,0
7b724854,0
beef0c93,1
6b723403,0
88182d37,1
15bade0d,0
a2182a11,0
e2290d0a,0
c5ae4412,0
8e5dd4f8,1
ae0f4f7f,0
60ba8b45,0
5a87bfe2,0
81a9fabe,0
f1081560,0
c3681e22,0
e537de94,0
f1653091,1
5b99f7f9,0
ce8c5236,0
0d006a94,1
fc9ea6d5,0
856db8f6,1
80cdc278,0
140f3eee,0
34aaf8e1,0
21aa738d,0
9a02d701,0
da1aeb19,0
7b3e36c4,0
b7df151e,0
bd68c872,0
df15eb35,0
09c65468,0
45c83bfc,0
5ff5df6e,0
f53b077b,0
7435c84b,1
32ec4f97,1
ef5f6914,1
5304f1d1,0
9934f1e1,0
7f42e8dd,0
14ec7b67,0
70dfe792,1
09caf007,0
6ea73e7f,1
ece3741b,1
1608dcbe,0
317164a1,1
dfa26106,0
c6ff2b55,0
c581ab30,0
ed8f2162,0
170c3437,0
3024d246,1
68e7b167,0
adecddc1,0
50fa2b4f,0
475a2150,0
6f3c5be9,0
9f661a59,1
c830d911,0
299df8a6,1
6c0c6427,1
91c87868,1
22891af8,0
c9d3b0e5,0
c23332c7,1
9496e089,0
735c1952,0
313d2e9a,1
cadaf65c,0
87f77f1c,0
772b34c5,0
b4638450,0
3aa169e5,1
3d5d8765,0
02731edb,0
3c20df4e,1
7dfbceff,0
e0e28ece,0
fae3a658,0
8975d85d,0
49848ba8,1
e64921a3,0
c5a37c0e,1
de0264e5,0
44443e2b,0
a50d23a9,1
aa703bd8,1
5d74f923,1
824e5077,0
d7c6091a,0
29c07a0a,0
58c5db11,0
57186700,0
6060c5c9,0
1c03b111,0
10a171f9,1
4dd9abed,0
8594edb2,0
b4787c42,0
fdb95daf,1
e80426e4,0
811a08b3,1
89e860ce,0
55320b08,0
9728f278,1
6e559348,0
2152cc40,0
96a1c6d2,0
f7486220,0
6e34e164,0
b71b68c3,0
11d7280d,0
4f10be90,0
db5fbcbf,1
aa05669b,1
00f3c200,1
1f3e84d0,0
4360ecf2,0
fbfde74d,0
b887d4cd,1
549b531c,1
88dc0273,0
de7eb8bc,1
c726c2ba,0
3cde7d93,0
2f278dc7,0
ee47fc09,0
2cc81b19,0
4226250c,1
e7b70d62,0
a6bfe463,0
b4c5a268,0
ead68c24,1
c1e5eeef,0
fc251491,0
d468a4f8,0
5566ec45,0
1bf7877b,0
0d3c3553,0
bc0f3cb5,0
cbeb2f89,1
9edccf9f,0
d65f302e,0
900445b9,1
10fdaae4,0
3735270c,1
500fda8a,0
224e58b9,0
e1173cfb,0
12d6f347,0
ca157645,0
92eb97eb,1
782188d7,0
13f21546,0
fdce0d82,0
dce8c520,0
b4dfca34,0
95f4ccad,0
90c066ed,0
37f36903,0
4143430d,1
221dadec,0
31f039f2,0
f4fbeac5,0
1727c96d,0
b9909b09,0
b53345dd,0
21097902,0
dfda324b,1
5e7bcb09,0
89eece1b,0
e5cbf469,0
dccf0a84,0
6f5355f9,1
f44111aa,1
7f64634e,1
34df305d,0
24399b17,1
af640f5f,1
564813f5,1
7dcbd55c,0
2573046b,0
3b9be43a,1
259742d8,1
c313d105,0
fd4908fe,0
3706daa1,1
da849d1a,0
7e9341f3,0
6b691e36,0
fab8dbf9,1
16ce2042,0
20571900,0
1782f5fa,0
74095522,0
1ec36264,0
29665b02,0
db27f27a,0
c1231a83,0
43dc9cff,0
7008f341,0
82b70dec,0
b6718983,0
2f162f5e,0
f1e035ee,0
6fe3426f,1
fb3ebfb9,0
650bbadb,0
7042efac,1
8a300ee9,0
be7203b6,0
8a2116fd,0
108c8394,0
f6f27926,0
e7d251a7,1
4124da70,0
30f1a4b9,1
9e705cb7,1
9cf01cb5,0
1be03148,0
3dffe3ee,0
8a2aab5d,0
497e5a11,0
7f263dd6,1
09e7de7c,0
cc265f35,0
f29f1861,0
5a5ceac8,0
75760b94,0
cc4d719d,0
2928bdfe,0
b21f327b,0
a05f8d9e,0
0ef03e5e,0
b2bea6cb,1
1a5cf84d,0
0d4d305c,0
1211d535,0
cda6571e,1
bcc145af,0
7611b580,0
2906e838,0
db2e5ec7,1
5157279d,1
32604178,1
d3975297,1
b90fe69a,0
4463fc3f,0
0b18e4bf,0
0e3fc101,0
ce627808,0
89d4f4e8,1
cf68395c,0
e2052cf8,1
a327a70a,0
bb0bd7a1,1
a7c298b4,1
deb97f0d,0
41c66f43,0
6ec1eca7,0
5a24e3c4,1
0d92a6a6,0
36f3c7f4,1
55bdd1af,1
647e8d5b,0
13ec9f74,0
f995b3f4,0
9774e478,0
f2f4608a,1
772410aa,0
1bd3737b,1
56261198,0
c15c8cde,1
786d4be0,0
bf81d21f,0
c99c572a,0
b7952485,0
d9a5f5ec,0
b9a81a1f,1
efa3d61f,0
55fbcb08,0
8eaa2c48,1
07b8032c,0
78a40851,0
534071b4,0
4b9fc141,0
43381aa1,1
d0ea860f,0
73f5d1f7,0
e3f21215,0
03483c26,0
9ca05cea,0
13e6d81c,0
174a56ef,0
ec134df7,0
4246acd6,0
fc331252,1
380ba768,0
83daf359,1
6ae48644,0
e7b438b2,0
2a549d1e,0
bc1d3606,1
3fccca0a,0
9ed42324,1
87973537,0
49f3a91f,0
745b9d7e,1
e0c76069,0
6ae4b9de,1
917fdafc,1
94e095d7,0
9abaff4e,0
0ded3b7e,1
ce09374a,0
46952f68,0
b21714f7,1
9f42246a,0
787718fc,0
5c0b9fc0,1
1fb4bf14,0
ef453ab9,0
9e0cfc94,1
f2148bdc,0
e5a984ec,0
45d2af84,1
c7c38558,1
29370d9c,0
0e7b3b92,0
5eab4944,0
7ba7fc65,1
ae62ed7a,1
48058e23,1
221b6b7f,0
f1409ab5,0
ec09be30,1
b3bfe7b2,0
520e7adb,0
b2c3ee5d,0
88a2411c,0
21c599a4,0
dca04cf2,0
b55db490,0
c870c930,0
59eb341d,0
402d6678,0
58118ad5,0
243592db,1
30140676,0
c2e0a130,0
56b45230,1
034e478f,0
b870b4e5,0
a0986924,0
20af8138,1
0b25f5b0,0
6e96dcbd,1
ff514d19,1
66a6647a,0
8e502c63,0
36014654,0
5548df89,1
542af5bb,1
80529ef0,0
27044db9,0
109e6f47,0
193644b1,1
d821a174,0
b3f91591,1
74f12a14,1
a1643f31,0
a0bb575a,0
96435c45,0
d4c4d6e3,0
49ec48ee,0
da908f41,1
1aecaf78,0
78f751db,0
ffacfbf7,0
507508a9,1
08a98724,0
2634f1a4,0
4249dd51,0
479f3a7d,0
93427ac7,0
645a0d43,1
2876189a,0
3f46a297,0
fdb15ee0,0
0c090919,0
af04bf82,1
28e710fc,0
900d688b,0
44f4d45f,0
1d31e7d4,0
7f25f8ca,0
99c4c594,0
19302fb9,0
ace2cebf,0
64aeaa00,0
d2562a87,0
4890ce6a,1
5add4dd4,0
5380c8c0,0
4621114e,1
b7cdb719,1
57229cfb,0
b0a224dc,0
b8a17144,0
1d7b28a2,1
d2e0eb7d,0
466d0f7e,0
5698f6f8,0
6f0a849e,0
0446c7a4,0
3585303b,0
1dc199b2,1
e06dcf16,0
06c82e6c,1
d804c0fc,1
5c57336c,0
72390b95,1
0f382e6e,0
d392a858,0
deced209,0
7b9c8f93,0
584e72b0,0
83fd3aa5,0
635f8d9b,0
aba98c21,0
228a53dc,1
37d205c1,0
bf1409ab,0
60128948,0
919c4a9a,0
5af0d906,0
9da8df97,0
09f3c05e,1
640ba45e,1
8db25a9b,0
69908117,0
a9cf7ac9,1
21a62487,0
055a27d3,1
5dc5d664,0
94921e27,0
7b5295f5,0
2e1f92ea,1
1f89a0c6,0
2a955247,1
d2fc521b,0
b3dde06c,1
ac6417a2,0
c0292f78,0
eacffa92,0
7cb93f7b,1
bc9c53c1,0
7bf96524,0
029a67e5,0
f93f84e6,0
dc45c1ed,0
3357bd10,0
c717c137,0
2688bb00,0
a6ab5f00,0
99f787ca,1
c007ce2c,0
1241b9f8,1
6a70ae38,0
75c31f72,0
57e0d3e8,0
0c69e220,1
7bc7ae23,0
b2a6d05a,1
1556acbf,0
b48b654f,1
0ee4f8ad,1
4b3c85a3,0
28f1dfea,0
814f2e91,1
d5c2aa99,0
775933f7,1
ab43d757,0
25dd37b1,0
e96ad744,1
2c588bd1,0
cf92576e,0
dc50363c,0
6ef91183,0
a938bb71,1
3061f029,0
760d5821,1
bd8bd5b7,0
86ee0626,1
3608c141,1
d673b2f3,0
e288be51,1
2c695528,0
2c999f60,0
570969d7,1
5f3a914a,0
168a7c3b,0
895ec721,0
02bff56a,1
dc20dfe2,0
e24f5f9a,1
afd43346,0
382da4f8,0
b331758f,1
4a2ba31f,1
303b4a65,0
836f11bc,1
d844a226,0
2faccfaf,1
05e2026f,0
d1cfbff0,0
115fb58a,0
b655a293,0
93bc677c,0
dba7daee,0
c7176d65,1
21edfe9f,0
d6a90ad9,0
a054354e,0
5f0ebe98,0
ca6a8b53,0
6b565838,0
fd33d303,1
f06d2a6d,0
fb1b0ac6,0
61991782,0
aa74a173,0
f327ee5a,0
94e70dda,0
fc5c9f64,0
01ae2a89,0
03215ab4,0
9dee5cb4,0
30447468,0
8215143c,0
57d81438,1
4b55d138,0
7782d429,1
1349652a,0
fd966f20,1
97adc2c7,1
dcbd06c7,0
fb787141,0
626bbf5e,0
a7621fc5,0
14dd672e,0
2a7d8437,0
4b2a291c,1
37907f5c,1
ed988b0d,0
84a4441c,1
b678d00e,1
a3f4354e,0
167e9736,0
e35b0cbf,0
83f9dfe9,0
94592e5d,0
ede9632b,0
1b765233,0
4cd8ca07,1
f7ce7564,0
0b6175a1,0
2a622643,0
9a827115,0
34ef3f47,1
65fb2ab9,0
1159e2ad,0
7ba5d51a,0
0d08406c,0
469c2525,0
bfc026b8,0
abfb8144,0
4ac38249,0
2ba988f7,1
a8f6c5a3,1
47e565b2,0
b805b177,1
bddca70c,0
41de2bf7,0
4eb92fe9,1
d9bf332a,0
074b1d75,0
fe1b2bb6,0
cac3d537,0
a794842c,1
1acec006,1
2a909562,1
4e22844f,0
2982226e,1
01b1d2d0,0
29e911bf,1
5bb13987,0
dd130cf7,0
c6cffd90,0
b078a80d,1
d8439bf4,1
5bab1764,1
53b6b266,1
6ef7090c,0
752ef108,0
19d332f4,0
058e6fd7,1
a0548243,0
d3c903ea,0
9b25fe41,0
f44d433d,0
ba6bb95a,0
d2342a30,0
291a4bc1,0
ee91183b,0
d7862bd3,0
3bf98790,0
c1a20b17,0
496dd975,0
2879d4fe,0
e4424244,0
7365f26f,0
89c41b64,0
441bf67f,0
c7629ca5,0
e87a5965,0
bf519258,0
5aadc2e9,0
debc7639,0
1bcd4c64,1
c6c51100,0
e49b7968,0
bf52e138,1
fa7b443a,0
36e7346c,0
1d01ebb3,0
54d7373a,1
3cdf61f5,0
3a60809c,0
793e3533,0
28bfc63a,0
6bc7abad,1
b155c1e8,0
45c4f837,0
b58db494,0
33c7913b,0
1d17715a,0
a6a47c8d,0
2770520b,0
2b9d3be3,1
1c685187,0
56c0e066,0
113ddaa7,0
9870b613,1
30a5253d,0
ce831efd,0
bf8dac41,0
9a419985,0
41e45b75,0
d9ceaa8f,0
45346bec,0
094ea377,0
073f6b05,1
b2300d6e,1
e6d00f22,1
1a391f22,0
9aee496e,1
ded16e6c,0
25b87f1f,0
38d09552,0
dbd647bc,0
5acd55be,0
2a84183c,0
f01e6667,0
e513e8df,1
5b181c23,0
477f9d3c,1
5d130740,1
3e5c86e4,0
1acb5cb1,0
8354f6e5,0
43dba57e,0
1b66e260,0
4fcd3a49,1
a4696514,1
67fff4f7,0
33e8a9f3,0
8877bb02,0
1755984c,0
b48f3ee8,0
86adf26f,0
53a66d1e,0
b12ac320,0
6aa483ea,0
38f100f0,1
d198eaf7,0
96630e2e,0
d32243e1,0
b9dee1a5,0
999a6be8,0
265d46d7,0
f0366848,1
e0d2468c,0
3b82fdcf,0
de336e00,1
5da48a2d,0
674c8931,0
2b3cf547,0
64b19545,0
bb44e503,0
8b9c4af2,0
096f0fb0,1
7b778652,0
a3e2aebf,1
9ba3a979,0
5dd395b7,0
981f06dc,0
2f366286,0
bb9e8eb7,0
da9c252f,0
a3893be6,0
5b257372,1
0389fba6,0
808c3a5f,0
4f7babd9,0
f453abdb,0
5ac9acd8,0
d0658edf,1
274c02d5,1
58a6f874,1
c6dc9223,0
67fd26c4,1
bc66ddf8,0
667ee6d1,0
083551ca,1
af40f000,0
7d2a4040,0
e5356ff7,0
824656e5,0
66b79b8a,0
19422b05,0
b627344a,0
74e79491,1
a638dacc,0
2f9c8e30,1
ce93f8f1,0
928d7d80,0
c2e4c5e4,0
2cd6f849,0
a1512e71,0
14530138,1
8b16a41f,0
e0ca4ecb,0
0e40db01,0
9a2961e3,1
10848b4a,0
0be9e41b,0
d6b08236,0
8580578a,0
f713ced1,1
578090ae,1
f342f442,1
41dfbe8e,0
6579a9d4,1
77404b2b,0
868b5ab2,0
3803c255,0
61353c51,0
7f7dbee1,0
ada80c1f,0
cc3c8820,0
800c9623,0
8869a50f,0
780a9480,1
8ec97691,1
7034cda5,0
e80d6880,0
dac08d41,0
ab175aff,0
7708e03a,0
7a6d5dc4,0
1c24122d,0
39fbd4bd,1
7a56c1b5,0
0cb79dd9,1
e33f4df3,0
0dee8b3e,0
4c79b58e,1
d1f5bea6,0
54f25b36,0
69cde067,1
802d352a,0
494291b3,0
b2433835,0
fc8323a3,0
692791fc,0
1e9fb054,1
16c423e7,1
8c38f0a6,0
d897577a,0
1a85f722,0
d951b77b,1
11c6c215,0
cecfcf43,0
ce808668,0
5b4ea2d8,0
ebed19fb,1
d47b5ac3,0
379b629d,0
a11f3cf9,0
783e22b9,0
34b7f3c3,0
434aa270,1
2376c1dc,1
d9fb7261,0
395ee77f,0
